uy55.684,-0.23457,-0.69965,3.1998,19.11,7.9755,74.242,1
34.047,34.17,4.0455,18.665,91.832,65.972,0.25216,-0.3937,2
136.88,50.343,0.049895,-0.1668,4.6973,27.45,6.2563,40.046,1
127.7,52.597,-0.17801,-0.25475,3.954,20.395,7.2465,63.538,1
132.41,49.045,-0.005376,0.17958,2.995,15.773,7.7466,80.919,1
34.641,34.898,3.7992,16.545,88.934,65.976,0.23715,-0.33839,2
107.63,30.751,0.40281,3.6351,2.4189,14.185,9.7823,126.31,1
136.73,50.439,-0.19935,-0.065402,6.7199,32.859,5.4072,29.66,1
96.688,38.942,0.68837,2.5094,6.1764,31.075,5.3111,28.351,2
107.91,37.329,0.30272,1.5809,3.9273,24.924,6.7116,46.223,1
113.46,46.433,0.019258,0.010178,3.3846,21.617,8.4756,79.885,1
76.742,37.208,0.9112,2.9793,1.893,13.414,10.175,136.75,1
119.96,54.131,-0.0072307,-0.55129,1.7692,12.606,11.649,179.52,1
14.938,30.348,7.0148,50.183,117.01,87.297,0.062864,-1.3437,2
34.914,36.731,4.4297,20.565,74.64,60.871,1.3952,1.0192,2
112.47,54.494,0.50499,-0.16875,0.52007,9.6523,20.968,479.54,1
124.52,52.957,0.28246,-0.013906,1.0635,14.112,14.419,216.01,1
74.586,33.467,1.143,5.2858,1.9156,15.774,9.7477,109.06,1
92.539,43.466,0.38963,0.84595,2.9916,23.276,8.2784,70.176,1
112.02,50.344,0.26452,-0.12543,3.7734,24.364,7.4316,58.8,1
125.82,37.879,0.079601,1.2711,4.459,27.837,6.6114,44.07,1
125.12,43.537,0.1658,-0.014284,8.4699,38.164,4.6802,21.201,1
123.84,42.728,0.20033,0.19912,3.7801,18.487,6.2151,49.241,1
127.73,38.117,-0.031203,0.99309,4.5008,26.049,6.3089,41.533,1
38.531,37.397,4.3645,19.88,61.354,65.383,1.3728,0.92436,2
122.52,53.703,0.27061,0.16786,5.3637,27.397,6.1663,40.965,1
96.906,38.252,0.70767,1.5678,1.9607,18.272,10.537,117.53,1
23.648,33.738,5.6007,32.53,113.74,71.964,0.18753,-0.65889,2
105.48,42.22,0.30938,0.68272,2.1622,13.777,10.745,153.05,1
110.91,38.742,0.12817,1.4125,0.98161,13.207,15.106,242.38,1
111.14,39.058,0.30159,0.977,1.5192,15.262,11.912,156.85,1
10.297,32.146,5.56,33.308,147.06,60.675,-0.3312,-0.3298,2
115.77,49.98,-0.090444,-0.16062,2.5059,14.094,8.9184,110.51,1
100.04,42.905,0.56,1.1049,2.2249,18.22,8.8736,83.508,1
109.34,52.002,0.17795,-0.13058,5.9916,28.609,5.2558,28.797,1
133.14,43.169,0.12657,0.35096,2.1848,18.747,9.4277,95.037,1
121.85,54.786,-0.066225,-0.35689,3.306,22.503,7.3868,56.883,1
123.81,47.039,0.15839,-0.06838,1.3085,11.558,14.053,249.07,1
86.156,40.213,0.58712,1.5998,1.6831,17.03,11.388,138.39,1
144.35,50.929,-0.28734,0.080335,0.6296,9.457,20.373,482.6,1
31.586,31.909,4.2463,21.946,59.477,67.303,0.93981,-0.062698,2
121.3,35.263,0.15426,1.5697,4.0042,23.887,6.4241,42.991,1
128.23,40.817,-0.057596,0.20748,4.7525,24.135,6.3565,45.173,1
109.79,45.379,0.043877,0.14299,4.5644,25.753,6.2118,40.42,1
120.84,54.537,0.21406,-0.36677,5.5778,27.009,5.7917,36.29,1
19.484,32.461,4.6861,25.376,86.722,60.991,0.74721,-0.049028,2
86.922,41.073,1.5551,4.1783,6.5928,33.138,5.6706,32.644,2
109.37,39.048,0.44646,1.4095,1.7826,12.644,10.726,159.58,1
114.84,51.058,0.18472,-0.033283,0.5,9.5995,22.832,550.55,1
98.227,37.715,0.18463,1.7151,6.1137,29.297,5.3475,29.82,1
126.45,46.493,-0.015446,0.14391,10.211,37.561,3.8409,14.121,1
136.18,44.255,0.06666,0.64585,1.286,11.086,13.827,254.86,1
23.805,41.678,3.9385,15.42,108.27,53.156,0.75966,0.34626,2
87.336,48.063,1.1225,1.4279,137.1,95.031,-0.43336,-1.5311,2
16.539,42.745,3.9681,15.399,109.18,53.137,0.87127,0.48822,2
129.11,67.39,-0.055393,-1.323,154.89,67.137,-0.88389,0.23261,1
134.27,54.84,-0.35299,-0.29428,60.233,88.9,0.99093,-0.75607,1
119.03,45.627,-0.070864,0.10183,2.6798,14.862,8.511,99.343,1
120.35,45.997,-0.13651,0.36498,2.0443,14.223,10.465,135.27,1
103.86,35.464,1.3967,4.7158,17.252,51.63,3.1661,9.1501,2
100.05,50.026,0.77666,0.4997,4.0376,23.19,8.2927,74.937,1
125.36,53.652,0.10971,-0.54368,1.7232,11.988,11.926,196.03,1
114.06,50.044,0.29446,-0.031028,2.0569,17.088,9.4391,98.227,1
131.34,49.093,0.10662,-0.019588,1.1037,10.723,15.474,300.82,1
125.95,59.97,0.049413,-0.60435,2.9348,16.68,7.9501,80.246,1
127.82,45.156,-0.1227,0.13625,2.607,20.042,9.235,90.247,1
32.578,34.948,5.0997,26.965,63.176,64.674,1.05,0.62031,2
98.18,47.387,0.3511,0.44351,1.5786,12.26,12.033,188.4,1
27.531,33.496,4.8381,25.535,58.183,67.561,1.0617,0.40792,2
47.758,32.278,3.747,18.276,29.483,54.057,2.306,5.0822,2
79.266,41.295,0.78244,1.7575,1.5376,11.479,12.988,228.79,1
106.83,52.503,0.37989,-0.14502,0.78094,10.45,18.055,376.6,1
120.67,48.47,0.12739,-0.34944,4.7115,27.826,6.2487,39.404,1
155.2,56.424,-0.80644,0.039272,166.95,75.834,-0.97969,-0.19689,1
87.492,36.307,0.53011,2.5892,1.6848,17.2,11.202,131.38,1
69.695,43.543,1.6499,3.4856,141.78,86.946,-0.78877,-1.0428,2
117.07,51.68,0.09778,-0.19729,1.7441,17.304,11.144,131.32,1
123.11,43.764,0.10015,0.48649,3.9348,19.231,6.5486,51.973,1
111.48,53.068,0.45979,-0.11659,1.5995,11.347,12.595,226.7,1
127.98,52.963,0.085752,-0.39367,138.92,82.071,-0.90832,-0.85291,1
109.47,45.445,0.085948,-0.0026911,5.5167,28.58,5.6236,32.932,1
22.969,28.21,6.653,47.969,127.34,82.09,-0.2059,-1.155,2
138.02,52.899,-0.025785,-0.46207,164.46,90.133,-1.1092,-0.5331,1
123.3,49.757,-0.082819,-0.4955,3.158,19.289,8.4987,84.714,1
110.37,44.358,0.24014,0.36889,3.2609,21.927,8.1876,73.079,1
104.96,50.151,0.37423,-0.052031,1.9925,15.861,10.815,137.79,1
31.086,29.679,6.6515,46.867,127.25,78.083,-0.13722,-0.99087,2
128.59,47.003,0.24224,-0.23098,3.7216,23.381,7.5553,61.854,1
142.2,56.816,0.024181,-0.5377,3.0669,20.561,8.4197,80.134,1
114.73,55.881,0.20575,-0.39672,1.6288,13.422,10.789,146.72,1
109.74,54.878,0.42106,-0.2904,2.1104,17.365,9.5603,100.23,1
104.12,49.392,0.44364,0.19056,0.71572,10.528,17.891,362.32,1
105.15,61.174,0.57793,-0.34434,5.3052,29.046,5.7599,33.468,1
103.09,49.887,0.52325,0.15826,6.9983,34.085,5.2007,27.149,1
145.84,44.077,-0.095527,0.091356,2.6371,19.441,8.9381,87.653,1
105.06,55.28,0.29883,-0.10961,1.1656,13.143,14.033,220.98,1
121.04,52.341,0.21842,-0.32378,4.3771,23.168,6.5035,48.779,1
109.28,46.235,0.16577,0.21273,2.5251,19.315,8.367,74.548,1
113.7,48.225,0.073263,0.19137,1.2692,13.564,12.705,180.99,1
98.008,46.209,0.4206,0.64251,4.541,20.454,5.9799,43.127,1
117.66,41.571,0.27419,0.86443,2.0293,13.854,10.818,146.42,1
126.83,51.333,-0.13804,-0.27465,0.57023,9.828,20.3,455.1,1
120.56,56.289,0.091271,-0.52043,1.9147,16.173,10.418,119.42,1
107.67,49.412,0.4088,-0.24635,1.0861,13.199,13.952,212.76,1
66.008,43.051,2.1824,6.2457,48.55,75.945,1.3523,0.43376,2
126.82,46.943,-0.06281,-0.0010038,2.1714,13.674,9.3996,122.33,1
113.65,48.444,0.28755,0.46893,5.286,27.864,5.6336,32.556,1
114.01,40.895,-0.17845,0.84085,3.097,22.495,8.0199,67.811,1
97.18,41.736,0.60799,1.3658,3.4373,23.858,7.8013,64.051,1
123.61,55.51,0.069752,-0.77723,1.995,16.409,9.2668,95.629,1
113.34,52.304,0.16892,-0.62853,4.1288,26.701,6.6879,44.882,1
131.93,46.427,-0.22669,0.016223,4.4674,26.622,6.508,43.563,1
110.4,60.12,0.38774,-0.34359,2.7734,20.252,8.6538,80.95,1
88.938,40.811,0.47496,1.2982,2.1003,16.42,9.7619,109.63,1
61.586,41.068,2.1837,6.6798,26.76,62.803,2.3787,4.3655,2
103.39,42.618,0.41834,0.79426,5.0895,26.293,5.4966,31.306,2
102.48,44.776,0.32015,0.35023,4.9147,25.77,5.9358,37.926,1
129.38,44.742,-0.046138,-0.041588,1.6898,14.703,12.059,167.43,1
71.586,33.705,2.817,12.348,30.445,70.395,2.1036,2.8361,2
116.55,43.396,0.13748,0.31838,1.6321,11.212,12.953,238.37,1
109.14,33.364,0.44023,2.3922,2.3361,18.281,8.7464,82.495,1
106.88,45.665,0.30954,0.62781,7.25,34.597,5.0445,25.287,1
108.84,46.96,0.20905,0.50271,3.9607,26.379,7.1673,52.825,1
94.102,43.625,0.43082,0.78411,3.3094,18.125,7.6509,71.618,1
99.688,46.809,0.47325,0.33349,1.0903,14.236,14.259,213.67,1
133.05,57.582,0.10872,-0.51553,1.2717,11.513,14.102,248.06,1
91.68,40.166,0.44391,1.8204,2.5418,16.116,8.8864,97.618,1
114.19,49.594,0.32568,-0.0039904,2.9799,19.149,8.0392,73.287,1
127.02,47.098,-0.018505,-0.38696,4.8253,25.047,6.4564,46.198,1
87.805,37.7,0.39486,1.8847,5.1145,28.657,5.8266,34.073,1
139.73,56.016,0.12344,-0.75011,6.8855,32.991,5.0691,25.636,1
101.72,47.282,0.39729,0.22423,1.7776,18.838,10.885,120.26,1
125.05,42.291,0.21189,0.44307,5.9774,30.918,5.4595,30.074,1
53.477,32.229,2.9036,15.16,4.7316,27.309,6.9643,51.551,2
120.97,56.452,0.06131,-0.59082,5.9398,27.65,5.2308,28.631,1
124.9,38.823,0.040777,0.99066,3.1045,24.78,8.2644,68.674,1
52.172,42.302,2.7229,7.9974,51.673,73.102,1.2665,0.45238,2
117.09,47.814,0.2765,0.12298,1.5711,16.194,11.447,139.63,1
104.49,45.915,0.28195,0.38041,3.0217,18.413,7.241,61.256,1
40.516,35.089,3.4315,15.516,119.73,61.198,-0.1368,-0.11942,2
108.21,44.749,0.29441,0.55245,4.6254,25.991,6.1635,39.393,1
122.1,61.565,0.22432,-0.95933,207.3,23.495,-2.449,18.633,1
120.45,39.789,0.42731,0.94317,2.6062,18.368,8.4379,78.765,1
107.56,44.128,0.44821,0.65116,2.7843,16.765,8.2021,81.129,1
101.7,49.199,0.38459,-0.070991,37.893,68.793,1.7309,1.6533,1
114.77,46.043,0.044981,0.10752,169.86,78.001,-1.4001,0.57778,1
25.883,29.549,5.8533,36.842,96.708,59.255,0.76669,0.504,2
74.633,44.241,0.99686,1.8396,32.308,62.667,1.9036,2.3785,2
106.49,48.447,0.10133,0.13166,2.4783,17.609,10.809,131.69,1
120.87,39.129,0.068661,1.0059,2.0903,13.256,10.76,152.78,1
136.59,44.491,-0.0082665,0.27795,1.5727,12.535,12.855,210.09,1
21.023,29.306,6.035,39.752,87.518,58.715,1.1876,0.87963,2
124.45,50.17,-0.14448,-0.30404,13.551,44.542,3.3664,10.438,1
55.938,38.139,3.4856,13.369,58.651,71.276,1.152,0.29124,2
120.91,47.585,0.23415,-0.17737,4.6279,22.47,6.0578,42.134,1
107.07,51.695,0.14186,-0.40066,1.8328,17.56,10.53,117.13,1
94.227,45.123,0.63267,0.80241,6.3587,30.63,5.1861,27.452,1
107.98,52.65,0.42312,-0.2262,2.2023,13.382,9.8145,132.98,1
116.55,49.768,0.20493,-0.358,2.5686,14.125,8.8829,112.2,1
144.55,59.087,-0.2746,-0.56399,2.3085,15.531,10.562,132.53,1
110.79,40.268,0.39433,0.98289,2.5853,21.213,8.9823,83.823,1
112.47,39.755,0.36529,1.5062,2.9866,21.178,7.7659,63.489,2
136.72,49.648,-0.14171,-0.33411,1.4933,15.58,12.385,169.11,1
99.586,46.29,0.611,0.76227,11.248,42.579,3.8549,13.837,1
111.09,53.603,0.18977,-0.51029,6.638,31.187,5.2504,28.52,1
128.98,58.027,-0.23114,-0.48975,3.7651,21.958,6.6464,48.355,1
98,42.048,0.69197,1.0236,2.2918,18.262,10.021,110.12,1
111.76,52.043,0.32398,-0.006042,1.5075,15.948,11.928,151.33,1
108.62,43.177,0.29693,0.92105,4.4849,27.313,6.7342,46.402,1
116.37,46.348,-0.0587,0.052723,2.4833,19.036,9.1786,93.93,1
120.41,42.34,0.31167,0.35967,1.5744,15.894,11.492,143.38,1
131.18,46.959,0.11778,0.050819,2.9013,17.041,8.4669,87.141,1
134.88,49.974,-0.078317,-0.30099,2.8043,20.662,9.5423,100.01,1
105.31,51.829,0.44277,0.1351,1.6263,11.502,13.151,235.32,1
110.23,39.062,0.20531,1.5901,2.5134,17.17,8.521,85.426,2
120.3,47.725,-0.035004,-0.24873,7.3829,31.274,4.9824,25.803,1
84.531,43.769,1.1627,2.1355,10.371,38.483,3.9727,15.497,2
127.34,44.067,0.1194,0.31948,0.81355,11.004,16.394,308.45,1
36.938,34.824,4.0577,19.21,98.249,75.352,0.69916,-0.90412,2
84.062,43.444,0.69463,1.9531,2.7692,16.834,8.5472,90.426,1
78.211,35.429,0.88584,3.2781,2.1145,15.753,9.0268,96.486,1
95.68,42.006,0.31136,0.39193,1.5452,16.436,12.03,151.31,1
82.672,38.314,1.4798,4.0469,99.41,91.355,0.21777,-1.5356,2
127.99,46.017,0.013005,0.27278,4.76,24.909,6.2672,42.603,1
137.92,57.683,-0.13033,-0.53302,1.7408,11.63,12.203,211.2,1
130.58,40.956,0.17851,0.39013,2.8863,19.644,7.555,61.969,1
111.01,49.525,0.23237,0.018906,2.0418,15.469,9.844,115.03,1
150.41,45.734,-0.29872,-0.053634,2.0828,13.638,10.729,151.81,1
117.87,45.24,0.11413,0.36684,1.8997,12.544,10.964,165.84,1
33.398,39.486,4.5293,20.695,58.71,62.984,0.72676,-0.96823,1
139.73,45.489,0.091625,-0.26665,1.3921,11.116,13.445,249.01,1
98.602,45.142,0.52415,0.78079,2.6171,19.76,9.0795,89.575,1
11.312,32.899,5.9654,35.985,118.63,67.351,0.021561,-0.57466,2
128.78,49.038,0.093784,-0.18852,8.8487,38.556,4.3854,18.286,1
99.68,44.613,0.25757,0.28947,1.551,13.678,11.512,158.61,1
105.82,46.468,0.56358,0.6489,1.2776,13.324,12.86,188.71,1
75.57,31.904,1.8824,8.9259,13.461,44.459,3.3388,10.062,2
127.39,44.776,0.21901,0.34682,2.3696,17.307,8.9107,91.738,1
112.75,50.199,0.17299,-0.21826,1.8545,16.472,11.394,145.21,1
122.18,42.197,0.50631,0.71082,3.3194,23.85,7.8876,65.172,1
120.16,46.316,0.1812,-0.046226,3.8353,23.191,6.6035,46.232,1
137.89,58.065,-0.023727,-0.48109,4.1831,26.18,6.631,44.641,1
119.52,46.915,0.058311,0.3266,2.3612,20.675,9.5064,93.941,1
98.445,42.738,0.82006,1.7163,3.8161,21.519,8.1414,75.138,1
87.75,36.123,0.73766,2.7557,3.5092,17.39,7.0321,65.168,1
110.49,41.109,0.28515,0.70866,4.8428,27.32,6.3259,41.515,1
36.125,31.346,5.2114,32.981,37.776,65.173,1.8642,2.5851,2
143.94,49.666,-0.074704,-0.38677,1.8278,15.191,9.7259,109.54,1
109.76,50.513,0.35327,-0.26594,0.98077,11.717,15.625,279.84,1
124.5,52.297,0.027263,-0.26599,10.009,39.177,4.0874,16.124,1
128.97,53.591,-0.11946,-0.3287,6.0761,33.493,5.6837,31.844,1
123.66,52.074,0.13123,-0.1866,3.3846,20.721,7.2303,58.61,1
125.27,43.867,0.029122,0.38144,2.9365,16.756,8.0634,80.942,1
123.23,53.921,0.27104,-0.40879,7.74,36.22,4.8947,23.369,1
134.34,51.166,0.091582,-0.3039,5.4498,28.121,5.5819,31.828,1
141.1,52.74,-0.19496,-0.096258,1.408,16.283,12.567,165.97,1
111.82,40.393,0.72935,1.5886,7.964,35.557,4.7003,21.827,1
116.69,44.753,0.25073,0.19642,9.7667,40.141,4.1467,16.121,1
13.977,32.941,5.4619,31.026,175.78,45.474,-0.59094,0.82619,2
22.82,40.353,4.2766,17.809,144.9,45.828,-0.050853,0.96037,2
13.227,31.712,5.6237,33.343,143.17,63.896,0.13821,-0.80498,2
70.18,52.864,1.6348,1.86,139.84,60.376,-0.88873,0.77754,1
119.11,46.418,0.30895,0.8821,3.1873,22.127,7.5963,59.986,1
60.883,33.773,2.4499,11.379,14.588,48.87,3.3222,9.7568,2
82.617,49.651,0.91988,0.8078,2.5661,19.647,10.244,110.57,2
84.391,34.757,0.90372,3.5114,2.0886,15.821,9.9234,113.45,1
114.26,46.384,0.25325,0.27634,1.7433,16.125,11.293,143.9,1
87.375,39.596,1.5428,4.1111,16.414,51.179,3.2481,9.4233,2
117.3,52.586,0.1916,-0.35873,2.2299,15.852,9.4075,104.44,1
37.336,27.649,4.9673,32.754,64.123,91.899,1.0425,-0.62137,2
136.41,44.892,0.17442,0.51301,2.801,16.107,9.2106,110.32,1
113.8,49.347,0.14066,-0.35032,2.2366,17.898,8.8044,84.076,1
95.789,42.701,0.58042,1.1486,1.6689,12.801,10.96,158.06,1
99.352,47.485,0.26644,0.14434,0.90552,10.021,17.584,381.91,1
121.66,48.012,0.21709,0.043583,1.8069,15.473,10.33,122.01,1
109.91,40.249,0.46838,1.2839,2.7157,15.638,8.5344,93.592,1
119.92,34.594,0.30225,1.9234,8.5268,35.436,4.4597,19.541,1
137.26,45.239,-0.18626,0.44536,1.801,13.555,10.303,136.72,1
126.42,48.123,0.41332,-0.057802,3.0201,20.153,8.8512,87.602,1
123.38,55.037,-0.075636,-0.58504,17.691,53.185,3.0352,7.9464,1
117.85,43.193,0.55784,0.81086,2.0075,15.013,10.531,134.45,1
97.203,46.547,0.58965,0.44779,4.2843,21.983,6.867,56.913,1
137.44,50.248,0.17685,-0.16568,1.5552,12.722,13.244,210.28,1
120.2,46.331,0.18094,0.13643,6.3319,29.682,5.1714,27.92,1
130.23,47.151,0.00040149,0.02599,9.4741,38.78,4.1018,15.878,1
123.71,49.397,0.028393,-0.27433,4.1104,24.02,7.0447,54.052,1
114.61,44.493,0.22202,0.36638,1.0343,13.054,14.601,228.72,1
123.5,47.516,-0.13049,-0.054323,1.9983,13.752,10.168,133.32,1
36.883,32.895,4.1775,21.199,91.651,75.972,0.41854,-0.74447,2
125.7,54.821,0.11079,-0.22604,4.8161,27.567,6.4445,43.347,1
112.73,41.678,0.78574,1.0687,2.7258,17.783,9.7378,108.86,1
103.88,46.863,0.433,0.30174,117.25,72.143,-0.18466,-0.79522,1
105.71,52.749,0.33068,-1.75e-05,0.87458,11.088,18.514,385.07,1
126,66.495,-0.14201,-0.93639,118.32,91.532,-0.30046,-1.6078,1
136.53,52.245,0.038066,-0.5239,1.9891,16.408,10.037,116.17,1
101.41,50.439,0.4559,0.14814,4.3462,24.102,6.9014,53.956,1
105.59,45.895,0.09041,-0.0040892,2.2132,13.668,9.6722,127.45,1
108.74,47.589,0.46244,0.24514,17.38,51.982,2.8487,6.628,1
118.51,63.72,0.23914,-0.75821,2.2224,15.139,11.084,149.52,1
85.461,51.888,0.70714,0.41542,26.333,56.488,2.0418,2.8296,1
88.969,40.011,0.81623,1.8347,42.597,71.08,1.4475,0.69517,1
122.38,56.846,0.095076,-0.78553,4.689,25.087,5.9587,38.133,1
90.727,42.015,0.5515,1.1145,4.699,24.967,6.1331,40.544,1
105.38,58.515,0.38864,-0.45727,4.8838,28.337,6.8269,47.833,1
111.61,56.321,0.2093,-0.46269,3.801,20.426,6.6772,51.25,1
78.875,42.02,0.81596,1.3929,16.239,53.79,3.1914,8.647,1
71.5,39.772,0.9288,2.6042,2.9574,18.686,8.4478,81.36,1
98.406,51.291,0.42189,-0.15808,3.6839,23.997,7.3786,57.771,1
125.28,52.914,0.044981,-0.5401,2.2032,14.267,12.001,179.19,1
90.664,44.553,0.37563,0.33848,3.0418,18.374,8.0703,76.299,1
124.43,50.701,0.31078,-0.1257,10.978,37.924,3.6566,13.2,1
120.12,52.539,0.14464,-0.20557,8.8244,36.9,4.6182,21.168,1
177.74,51.81,-1.3101,1.4109,203.82,60.179,-2.0077,3.6082,1
102.95,44.381,0.18734,0.18932,2.5376,15.067,9.4949,116.7,1
121.26,49.844,0.25601,-0.034193,1.0978,11.473,14.449,252.31,1
106.69,39.801,0.24471,0.89055,1.4038,11.558,13.09,225.21,1
128.3,51.035,-0.26894,-0.11391,2.4415,14.135,9.1223,113.52,1
140.09,51.746,-0.20707,-0.27362,2.3829,14.164,9.4168,117.07,1
93.828,34.49,0.53765,2.6323,1.0978,12.76,13.726,211.72,1
88.516,36.958,0.63804,2.0031,1.3395,11.381,13.465,238.68,1
76.391,36.804,0.88353,3.1227,8.9849,33.557,4.0682,16.893,1
125.77,52.554,0.022741,-0.26622,28.584,55.137,1.7778,2.0186,1
97.516,41.046,0.25556,0.79326,2.1664,14.113,10.016,130.54,1
95.141,38.843,0.65652,1.963,1.1664,13.742,13.677,201.96,1
121.05,49.681,-0.1019,-0.024235,4.3445,27.123,7.0907,52.279,1
121.1,42.497,0.23648,-0.035706,2.5727,15.283,8.7217,98.975,1
126.85,44.138,0.25832,0.60808,1.5794,11.188,13.58,251.32,1
135.17,50.207,-0.095133,-0.33239,57.93,81.658,0.87111,-0.98461,1
113.52,52.726,0.41096,-0.31102,3.2667,17.573,7.1358,63.395,1
129.93,52.113,0.17784,-0.27863,2.5552,15.81,8.9412,99.332,1
141.2,46.696,-0.13635,-0.13285,2.2768,14.249,10.2,135.3,1
103.17,49.656,0.50641,0.22092,6.9716,34.761,4.97,23.66,1
108.77,47.636,0.04816,0.17487,10.589,40.848,4.0458,15.734,1
126.64,45.488,0.099653,0.25167,1.9975,18.65,10.595,118.22,1
122.28,51.491,-0.050958,-0.33231,17.957,54.002,2.802,6.2299,1
32.867,44.125,2.5323,6.454,94.653,79.137,0.57674,-0.95604,2
128.05,60.691,-0.0016282,-0.6889,13.551,46.453,3.3642,10.095,1
114.66,47.519,0.10398,-0.018458,2.8855,21.277,8.3114,73.531,1
79.148,47.313,1.4843,3.4074,28.757,63.565,2.2112,3.6566,2
145.41,50.005,-0.27205,-0.087419,1.398,11.863,14.374,258.17,1
121.06,43.562,0.23136,0.29693,4.6747,21.681,6.2247,45.723,1
135.23,53.263,-0.13833,-0.13909,1.5577,11.592,12.922,223.99,1
114.27,54.603,0.22308,-0.26292,5.5502,30.048,5.6635,31.931,1
61.398,41.719,2.0692,6.3449,53.571,75.016,1.2083,0.23626,2
124.77,44.406,0.43521,0.42999,2.1137,13.919,9.4569,119.12,1
133.9,45.567,-0.055867,0.15999,91.608,101.25,0.33229,-1.7119,1
96.055,44.871,0.62873,1.5029,3.2299,20.892,7.2184,56.66,1
108.47,46.189,0.34069,0.62493,1.9197,14.161,9.9185,123.55,1
118.19,46.375,0.33146,0.26173,2.0151,14.211,9.5249,116.37,1
112.98,52.04,0.20328,-0.29878,10.12,39.329,4.2565,18.262,1
88.812,41.924,0.46397,1.1596,2.0853,12.472,10.552,161.9,1
95.367,32.997,0.66435,3.486,4.8194,24.69,6.1447,41.179,1
116.3,45.851,0.39912,0.84614,1.8503,13.161,10.998,155.68,1
119.96,47.583,0.31147,-0.17835,1.0125,12.616,14.345,228.44,1
118.28,47.955,0.049466,-0.21571,1.0727,13.315,14.058,211.96,1
123.88,51.02,0.27373,-0.11003,2.7174,18.58,10.246,117.73,1
158.74,43.107,-0.37849,0.49376,25.382,60.259,2.1274,2.9422,1
121.6,47.38,-0.064973,-0.085215,2.6957,16.685,9.0489,99.49,1
117.23,52.183,0.37001,-0.071931,2.2768,13.89,9.6386,124.47,1
89.742,42.683,0.73546,1.3768,2.6463,19.922,8.3195,73.968,1
101.84,41.386,0.3051,0.6045,2.786,20.628,9.3001,93.723,1
76.5,39.124,0.6817,2.1814,7.5468,35.193,4.8921,23.794,1
143.26,50.856,-0.22754,-0.088708,1.6731,11.851,12.205,203.84,1
124.73,48.019,0.25217,0.1965,2.5493,21.403,8.7591,78.209,1
95.367,45.342,0.74234,1.3097,25.074,42.934,1.5169,1.2624,1
117.16,53.121,0.16847,-0.093349,1.9005,12.046,11.01,179.46,1
110.71,55.365,0.37318,-0.3598,119.32,92.428,-0.29991,-1.6015,1
118.09,53.306,0.26543,-0.41131,5.3629,23.01,5.8114,40.911,1
98.922,47.331,0.52757,0.3928,2.5125,14.899,9.3096,113.04,1
125.73,47.403,0.25921,0.0018998,1.9883,18.496,10.421,113.99,1
110.76,54.31,0.16998,-0.56423,1.5594,16.174,13.231,189.03,1
101.82,43.007,0.42702,0.73357,16.465,54.706,3.2018,8.6105,1
75.164,37.057,0.79508,2.8755,8.9582,36.412,4.6054,21.475,1
110.07,50.986,0.33572,-0.31878,5.0861,25.914,5.9289,38.715,1
101.51,41.669,0.2074,0.36699,3.3788,20.627,8.0998,71.633,1
98.797,41.317,0.87058,1.5929,3.7709,19.889,7.8115,74.617,1
136.2,49.793,-0.066645,-0.37829,6.8796,33.4,4.9795,24.314,1
96.297,39.023,0.43479,1.4495,1.2333,14.229,12.583,169.41,1
122.62,44.842,-0.15188,0.13698,2.8537,16.799,9.6958,116.9,1
85.961,44.783,0.79027,1.4276,35.621,66.816,1.6177,1.1059,2
149.82,51.449,-0.16447,-0.072422,2.5761,14.603,8.7377,103.59,1
114.45,48.317,0.27063,0.2856,4.0769,23.957,6.6974,47.933,1
132.4,48.296,-0.14703,0.022784,1.8269,18.68,10.733,116.8,1
122.58,51.538,0.27543,-0.42236,1.3913,13.485,12.467,179.67,1
108.42,40.993,0.43498,1.0158,1.8227,11.373,12.364,223.86,1
99.469,46.045,0.74093,1.1383,1.0518,14.016,14.603,222.94,1
141.28,43.544,-0.077556,-0.091269,2.2132,15.381,9.8043,118.12,1
159.82,38.654,-0.52179,1.5256,65.283,82.084,0.59234,-1.4167,1
109.99,41.671,0.21733,0.3441,2.0686,15.229,10.827,141.03,1
120.79,49.191,0.042978,-0.082511,6.7726,31.612,5.276,28.48,1
99.625,43.356,0.46558,0.75194,11.747,38.106,3.2214,9.387,1
118.73,45.224,0.12351,0.2701,1.2232,10.542,15.049,303.79,1
73.016,35.626,1.0342,4.0998,1.7517,18.05,10.85,121.46,1
118.57,50.959,0.39033,0.14678,1.7065,13.654,10.717,141.43,1
125.74,42.419,0.25281,0.45947,9.9582,40.602,4.1779,16.624,1
112.02,52.783,0.30355,-0.046407,3.4398,20.35,7.375,61.966,1
88.648,43.321,0.4858,0.91445,4.25,23.312,6.1179,40.227,1
115.43,43.247,0.49569,0.95118,1.6622,14.32,11.377,152.72,1
97.859,40.486,0.48231,1.2292,1.3721,15.042,11.959,152.78,1
124.71,47.277,-0.070566,-0.32516,111.01,94.282,-0.21779,-1.7808,1
125.35,44.592,0.16115,0.1495,2.0309,15.511,9.3487,104.04,1
118.87,40.389,0.0072519,0.94305,2.5753,14.099,9.0375,114.86,1
49.32,42.951,2.8898,10.14,39.489,65.166,1.5744,1.3967,2
94.219,34.622,0.35095,2.8001,2.6957,18.298,8.9773,91.159,1
95.703,41.362,0.43725,0.99548,0.84365,11.277,16.925,325.12,1
133.79,54.206,-0.16343,-0.308,6.5151,30.976,5.323,29.612,1
134.38,53.377,-0.30912,-0.30929,41.902,75.708,1.3688,0.066871,1
